UserName,CityName,HotelName,BookingAmount,RoomNights,TimeStamp,BookingID,BookingDate
0,0,0,3122,5,2020-10-31 18:30:24,86005aa2-75ea-4848-9239-4ae79ab2f8e0,2022-04-09
0,0,0,1114,25,2020-11-20 11:09:00,fb2aec94-d47f-4dd0-ad54-3a18f60fada3,2022-03-04
0,0,0,2288,2,2020-10-01 17:26:55,2e99a7b7-3b08-41e0-bad7-6b81c95508f9,2022-03-16
0,0,0,1091,6,2020-08-19 19:20:10,44a78bd7-3be1-469a-b990-2bcebcc59076,2021-05-12
0,0,0,366,21,2020-11-07 14:03:24,5946ba6c-2806-4737-bf23-ed8e0db83ac3,2022-02-08
0,0,0,2578,17,2021-04-25 22:46:39,6bdf58b8-b660-4d64-8e0d-707c8ac24f7c,2022-01-21
0,0,0,463,5,2020-12-10 06:22:21,193a0885-5932-4305-a810-30d0d126e7c1,2021-06-09
0,0,0,1955,1,2020-05-16 15:31:05,e45f0479-c7bf-4e84-a3df-5bf270ab7cd4,2022-04-02
0,0,0,3490,11,2021-01-13 05:53:14,5c74a4a1-08d8-4eec-b63e-82d7f75c7b35,2021-11-27
0,0,0,3144,24,2020-08-19 10:38:43,a2425753-2610-46aa-8dda-0c54a9e45de6,2021-09-12
0,0,0,2638,2,2021-01-17 02:14:53,c2f1100a-fe6f-46bc-a3b0-fd42230ec41a,2021-06-09
0,0,0,607,12,2021-03-10 19:39:50,7ba3dd03-5487-4f4b-84ad-fd5c9597baf9,2022-03-31
0,0,0,3398,6,2020-09-05 17:30:25,7cc29023-1953-4e85-a4ed-53ec67f7621a,2021-06-11
0,0,0,1462,1,2021-03-04 09:15:50,ef034aa9-fb88-44a6-a70d-8468cc91cc46,2022-03-07
0,0,0,1867,16,2020-11-26 08:30:04,7223f04a-13bf-4dac-8c59-c6049e5f0b4a,2021-07-16
0,0,0,1554,14,2021-01-09 03:28:39,41fa157a-a7b5-4247-b908-dc0b866838b9,2022-04-23
0,0,0,3565,4,2020-10-07 14:24:29,5b739b91-b353-4049-a8be-fc14d4d448c8,2021-11-29
0,0,0,1155,18,2020-10-12 23:38:36,9aa505e0-4351-4718-94de-3465e02793b6,2022-03-19
0,0,0,569,23,2020-12-27 12:46:14,53fb4bee-d5f5-4d0c-ab71-69760f32bf91,2022-01-17
0,0,0,1481,25,2020-07-28 17:24:03,d5a4eeba-c05f-4427-b393-7e1da3dc96e1,2022-02-11
0,0,0,2920,19,2020-06-17 22:32:23,606c1034-7779-4b5f-a305-bda5fee9388d,2021-10-20
0,0,0,1923,22,2021-02-15 15:24:19,8d3cd85e-28d6-4a6f-85d7-806e3dd479cb,2021-08-21
0,0,0,351,5,2020-06-02 12:27:15,7ce54d22-8fce-4c60-8a03-e65a46d978ba,2021-06-20
0,0,0,1281,14,2020-05-06 15:14:13,e9a74f84-69ef-4a3b-9b2d-197e59f57cfd,2022-01-01
0,0,0,2696,10,2021-02-04 04:32:34,dabaf6d1-c7c7-420b-8ecd-24f93834b05f,2021-11-09
0,0,0,3768,17,2021-04-20 07:08:35,b8d61ca7-9043-40e7-86ef-c1ad8e572a8d,2021-06-24
0,0,0,1205,17,2020-10-19 15:05:36,367c88a8-22e8-481c-ba18-578510279024,2021-05-26
0,0,0,2378,22,2020-09-28 07:45:26,9ccc54ba-ca83-41a4-bcc4-3addb504c0ad,2022-05-01
0,0,0,2837,27,2021-01-29 09:44:32,f5e3ad6c-a258-45cc-a383-15c9af00eda7,2021-07-09
0,0,0,161,5,2021-03-26 15:48:15,f9ecf84c-291a-47ed-8585-f4d907606c6b,2021-08-16
0,0,0,3654,4,2020-08-27 22:41:38,fc738356-720e-45c1-9f86-53e86c9a4708,2021-08-24
0,0,0,3055,24,2020-07-18 10:07:54,cefd8f37-2656-4bd8-835e-42b8e24162dd,2021-09-12
0,0,0,1531,18,2020-10-30 03:51:52,8f07a265-7659-468a-a3c3-bc59a093332b,2022-01-21
0,0,0,159,18,2020-05-13 02:23:33,6ff7b695-20f4-4d70-a43a-6d2be76df0bf,2022-03-25
0,0,0,999,7,2020-09-23 10:12:15,4f3b757d-336c-4131-a84f-e9ea60f44af1,2021-07-30
0,0,0,592,12,2021-03-16 10:04:25,7f80e9ee-a061-4508-b8e9-3f3ccc37765c,2021-10-02
0,0,0,3165,23,2021-04-20 19:59:44,ba09473b-3a46-47ac-8533-2295b8433a29,2021-07-24
0,0,0,1586,1,2020-09-09 09:48:10,ce802ffe-0791-40d5-bff3-954687c956d2,2022-04-11
0,0,0,2077,3,2020-05-14 19:43:48,92b1a6e1-143d-4b4f-8889-038103257b74,2021-06-05
0,0,0,3065,9,2020-09-29 23:52:36,35e044cd-78d1-4dae-af9e-28a3a1174c51,2021-08-28
0,0,0,2201,22,2020-08-21 17:23:20,4aea8c7d-dc26-4e4a-8432-8fbffab197f0,2021-10-09
0,0,0,2327,12,2020-10-09 22:22:27,93823418-997e-47b5-9056-43aef33474b8,2021-09-28
0,0,0,1036,23,2021-04-19 14:43:49,46a98940-1e2f-422d-81eb-4dde8be412b0,2021-09-16
0,0,0,3637,12,2021-01-22 03:43:33,3ff3266d-89d6-4654-9bbe-78ee0c545ac6,2022-01-03
0,0,0,842,4,2020-11-18 16:55:24,d8b16ddb-9e4e-4477-a77c-24e1ce439298,2022-01-13
0,0,0,1871,25,2021-01-06 23:02:52,5ae676f3-45a8-4326-a03b-aa610caae5ec,2022-02-20
0,0,0,3202,6,2021-01-06 02:38:57,868a6c7d-8c93-4dbd-a34e-7b943be639cf,2021-10-31
0,0,0,1418,19,2020-12-18 20:07:55,90412493-a6e3-4c1a-9fc7-ebd2c7ab5985,2022-03-10
0,0,0,1870,17,2021-04-24 09:40:10,a7087e34-846c-4a38-8a36-4160e7efc3ba,2021-08-16
0,0,0,1766,23,2020-07-13 19:55:32,4899ec1a-6ec9-4a9b-afe4-324e0e512393,2022-01-22
0,0,0,1155,17,2020-06-30 13:28:36,079d4301-da3d-45f6-8e2b-b6d2ec012134,2022-01-24
0,0,0,1580,29,2021-04-01 22:42:35,8c063583-27c5-4f47-af64-dac884b491da,2021-10-13
0,0,0,255,15,2020-12-11 00:59:58,3d642b49-76db-4924-a494-f2e9ab295905,2021-11-09
0,0,0,408,25,2020-08-23 05:49:13,667c149f-863f-4f6e-8462-436ecaa610a7,2021-11-01
0,0,0,327,12,2020-10-21 21:26:15,ee7c66ba-c9f0-48d5-b713-1cd12853af95,2022-03-09
0,0,0,2083,7,2021-01-24 22:55:22,7afb998e-f55b-47f4-a3ed-d29b4317db4e,2022-03-17
0,0,0,3109,16,2021-04-21 00:36:59,e9ccd044-ec93-4244-8bc8-d2d8c1c4590d,2022-02-24
0,0,0,3354,13,2020-05-08 03:23:12,ba0a2a4f-ef7f-4e9b-bb53-f55f3f68643f,2022-03-28
0,0,0,2023,20,2021-02-17 22:20:25,de228c34-8f5d-45b2-8175-322687e7b1da,2021-05-29
0,0,0,1167,4,2020-07-17 01:47:27,353166d3-9f26-49a4-b687-9f515e6e464e,2021-09-10
0,0,0,1399,26,2021-04-24 10:01:19,811519dd-c61d-4649-aee4-812a124fccc7,2021-09-08
0,0,0,1429,3,2020-08-14 07:47:38,e07de1b4-e6e9-48b8-bf4a-48d2834e7ffc,2021-07-01
0,0,0,205,4,2020-06-21 18:33:24,a87be6ae-8e6f-48e4-9388-ec394abb7458,2022-03-31
0,0,0,2146,15,2020-10-26 10:01:38,d28cbcff-9f85-4def-ac8d-efaed6ea84f5,2021-10-12
0,0,0,356,16,2020-06-18 05:02:40,debb1f80-e647-4692-8d8f-7677cd3280b0,2021-05-19
0,0,0,3811,4,2020-09-24 19:59:45,987a6fca-d591-4432-a44a-b296830f964f,2022-02-08
0,0,0,290,4,2021-03-18 05:49:31,eeddc9a1-5747-48ae-8142-633a2e1bc811,2021-10-28
0,0,0,3238,18,2020-12-06 12:30:46,32c7128b-8724-4971-b920-c5e3c5285099,2022-03-29
0,0,0,1232,18,2020-11-17 21:09:16,6f4c2f21-dd38-4fad-a81d-a4865fc8f874,2021-11-15
0,0,0,2968,14,2020-08-21 13:00:04,693dc3da-cd1d-445a-9bde-e17467203d8a,2021-12-12
0,0,0,892,6,2020-09-22 07:02:43,c09e4171-3108-49d8-9e7a-97c95777f35f,2021-12-29
0,0,0,399,4,2021-01-16 09:39:12,c4acd222-5ea4-405b-9965-e17545232151,2021-12-10
0,0,0,1365,17,2021-04-16 23:24:36,bcc197af-7c04-4237-a97f-ef99a7ac0f67,2021-10-28
0,0,0,148,9,2021-03-17 15:04:52,f79cfcdc-f81d-4937-aaed-57d1b551316e,2021-05-20
0,0,0,1988,10,2020-11-25 00:33:31,54c64682-b9a1-412d-ae6f-5d6f5c21405e,2021-10-28
0,0,0,1129,20,2020-10-30 00:56:56,e62385de-4101-4d13-8a3f-d56dedca4a05,2021-10-03
0,0,0,3412,13,2020-12-23 14:20:52,43f18ce7-5ba7-412d-a31b-5c172c5f306f,2022-03-21
0,0,0,251,29,2020-10-23 18:21:27,388fdcc2-3539-45d4-b86e-6df6b5560f8c,2021-11-16
0,0,0,3837,23,2020-10-13 11:50:23,a17a642a-2422-48f6-9c8c-1db4951904d9,2021-07-16
0,0,0,561,7,2020-05-18 03:37:46,1232fa81-c307-43d1-9525-8392d1aeab74,2021-12-05
0,0,0,2675,6,2020-07-25 21:13:47,6b6e8b61-cb93-4cef-9287-0b756efb4012,2021-06-17
0,0,0,2744,23,2020-05-25 18:24:41,78e122e6-a00f-48dc-b8b4-5f1d1e19cf6e,2021-09-27
0,0,0,1042,16,2021-04-07 17:25:55,dfdfe41d-cf1f-4d09-9da1-96276eaf1253,2021-07-04
0,0,0,3170,16,2021-02-05 21:51:06,e3de6b40-36e9-4b86-947c-05397081d3ad,2021-10-07
0,0,0,368,15,2020-08-23 23:18:36,0b7594cb-d9da-4c06-943e-286b79d25c68,2021-08-14
0,0,0,483,13,2020-09-11 08:23:17,14441180-7fc6-4a42-9603-e2136bc0110c,2022-03-01
0,0,0,2126,28,2021-01-07 21:58:54,02448d6c-8de2-4dd3-a0ba-f0774c5e001e,2021-08-11
0,0,0,2683,17,2020-11-16 16:37:59,1b758ff2-9a62-4f1a-8a40-c69e8c3e38b2,2021-06-11
0,0,0,2944,10,2020-08-24 03:55:27,3867c27f-c940-459d-83a1-280adfc7c538,2021-09-14
0,0,0,3424,18,2020-06-29 03:02:32,3209573c-20dd-4945-a616-fc07c0659cf8,2022-02-02
0,0,0,1112,2,2020-07-06 19:59:11,437d3994-cd46-47d2-ae2a-6f3c72013723,2021-09-30
0,0,0,3438,20,2021-01-09 16:34:04,c44ca620-c978-4d0a-903a-faeffbeff609,2022-01-08
0,0,0,600,9,2020-08-20 21:02:20,4756dbb8-acf6-4898-91a4-4ae0a4a74a0c,2021-06-22
0,0,0,1466,29,2021-01-04 19:56:31,188ff365-f375-4669-b3b9-ebaa4033b1e7,2021-08-29
0,0,0,2075,8,2020-11-01 02:53:08,f6b4bc10-f13f-4a58-a537-273772179dfb,2022-03-08
0,0,0,1331,10,2021-03-10 10:32:19,ee80b778-f011-4df2-a372-096069b0415f,2021-10-07
0,0,0,310,2,2020-08-19 16:21:47,fb3e4f76-d736-40d4-99b3-b9134d80b9bb,2021-08-20
0,0,0,1233,1,2021-04-10 11:10:36,902d0bc2-dab6-421f-8b88-1beb6dfdfe51,2021-06-06
0,0,0,303,4,2021-01-14 16:51:50,31439285-03ad-445f-ba12-4a8732663fc9,2022-02-24
0,0,0,2372,24,2021-01-16 15:23:39,b16285cc-ab9e-4578-8993-6870e90e1676,2021-12-04
0,0,0,3196,11,2020-10-07 13:52:43,0926d1db-19ee-4fff-bb0d-d04baf608234,2022-03-21
0,0,0,3804,22,2020-10-01 23:05:54,21d25e1b-b53e-4b31-aa51-3434edcb34e0,2022-02-25
0,0,0,817,18,2021-04-12 19:19:15,d66b2a06-a765-4a11-ae3b-3ac22ac6513a,2021-08-30
0,0,0,3191,25,2021-04-10 12:20:39,3b49a809-8c40-46d8-95e1-ebb128a50890,2021-12-08
0,0,0,2253,14,2020-06-19 03:06:13,c8a4a302-fc22-4c43-9572-9af32cd57786,2022-04-02
0,0,0,1763,28,2020-08-27 01:20:34,1a80d018-5700-48d6-80a1-0f2f4ddf1dcd,2022-03-14
0,0,0,2070,13,2020-12-01 06:08:53,f750b72a-2d98-45fe-b8c2-3f3a5bd1c52f,2022-01-19
0,0,0,3169,3,2020-10-12 20:07:33,dcf84b65-140f-4e65-b72c-0b1e8bd19dca,2021-12-23
0,0,0,1128,18,2020-05-28 12:13:34,bf50ae62-a0bd-42d6-92dd-89d2e919396d,2021-06-10
0,0,0,1460,29,2020-11-21 15:45:33,d3ff1320-9acf-40b4-8cd5-875424af2cf9,2021-07-07
0,0,0,1028,9,2021-01-19 22:35:30,3077ba8c-a3f5-4e15-81b0-074855c09f52,2022-02-16
0,0,0,702,20,2020-08-02 16:08:27,83be2f42-a910-4e8b-b442-1470159433ad,2022-02-27
0,0,0,657,29,2020-07-07 12:59:57,57e2b95f-22d1-49ad-b0a2-3537bb3c6edf,2021-09-16
0,0,0,2082,14,2020-10-12 11:18:43,1a8c4215-0017-47cc-b288-7923309de706,2021-11-29
0,0,0,988,19,2020-05-31 20:05:01,77478a43-d869-40f6-846b-6632c0502b07,2022-02-23
0,0,0,3184,25,2021-03-31 17:41:05,46f895ce-70b3-449c-ab21-87a77fb3c240,2021-07-15
0,0,0,1075,21,2021-01-04 19:12:37,18d0e5b5-8fc8-4cfb-9fa9-8ecaf59ef0b5,2021-08-10
0,0,0,2924,20,2020-07-24 19:16:47,5084aca7-3b55-44e5-acc7-551c1ebb4742,2022-02-23
0,0,0,417,12,2020-11-21 06:58:32,11f15577-67af-4e91-a1a7-807e17e3bf1f,2022-01-02
0,0,0,3488,2,2020-09-28 23:04:15,ad20de7c-e8ca-45ca-9982-fd14058f6a18,2021-06-03
0,0,0,1456,4,2021-04-09 03:39:14,d7d18a6a-4520-402d-8f82-8371dbc37372,2022-04-10
0,0,0,1255,18,2020-11-04 16:11:55,17e7c86a-a48d-4075-a473-0386484e5d82,2021-07-08
0,0,0,944,20,2020-08-23 06:10:23,c0a30e4d-c8f6-4df8-9b73-48d91b6040de,2021-06-27
0,0,0,689,28,2021-01-08 12:35:53,432f081a-af5e-492f-a9eb-aac575e69f33,2022-03-10
0,0,0,3736,14,2020-10-04 11:10:25,1f2004d4-9945-4212-b9f8-b9bba80d1bf2,2022-03-06
0,0,0,1605,17,2020-06-25 04:56:35,c31907b5-a13e-4bc7-af4f-b5ead1cf6d7e,2021-09-10
0,0,0,1815,3,2020-08-09 15:35:00,826388e4-556b-4e60-808e-342b565f410e,2021-09-13
0,0,0,2395,25,2020-06-16 12:23:23,471ebc01-b318-446f-85a7-9ff34a8d71ae,2021-12-05
0,0,0,2403,15,2020-09-13 17:57:59,72afd46d-62f1-42a3-8a40-d0701a3bf12d,2021-12-20
0,0,0,1767,10,2020-07-15 18:41:38,0d72d6b6-21e2-46c5-85bc-d34f54dcdf60,2021-07-12
0,0,0,2550,4,2021-02-12 02:53:13,c9ea285d-c03c-40d3-a5c4-3c259ea8ef3e,2021-06-23
0,0,0,3026,26,2020-12-19 11:06:31,59a19d8e-0445-48cf-ac97-c0a364c2609b,2022-02-01
0,0,0,3432,23,2021-04-01 12:32:15,6b5997c6-0492-4f67-8de9-3fe6a9518277,2022-03-10
0,0,0,2341,27,2021-01-28 04:50:21,4700c8d5-bdf4-4db9-9abf-b6ad7da4193f,2022-03-01
0,0,0,1834,24,2020-07-01 10:08:31,3b06a015-02f1-472b-8a0e-4ef8ff0ac3ad,2021-07-28
0,0,0,3525,2,2020-12-17 21:43:16,38af6271-794e-4c2f-88d7-424e2c7ea9c3,2022-01-29
0,0,0,3373,10,2020-05-11 01:47:36,bec402b0-35c6-48bb-b4d3-3ab967b657d7,2021-10-05
0,0,0,339,16,2020-05-06 17:52:36,f7d1faf0-cb0a-4995-832a-b15852c2392f,2022-01-27
0,0,0,3116,28,2020-10-20 17:07:47,b0cd84a9-21f1-45a5-b7e2-81915324a145,2021-07-13
0,0,0,1041,19,2020-07-29 06:42:52,223eab74-ee73-4943-945f-cc36ebb95b76,2022-02-24
0,0,0,3040,7,2020-05-07 05:38:07,17f70137-2af9-4540-9e0a-b32feed07d01,2021-05-27
0,0,0,1815,2,2021-04-23 09:25:03,83cafdc7-62f1-4b9a-b1c6-6da12a511705,2021-11-21
0,0,0,3820,11,2020-06-18 05:01:38,637a1f8c-5a8c-400a-a304-cbf89b453a3e,2021-07-16
0,0,0,306,5,2021-04-25 03:09:35,4bbf3682-a619-453f-9f6a-fb33a4e06ed4,2021-07-05
0,0,0,3170,19,2020-11-24 03:51:41,bea5b852-031c-4def-9052-4fdf51310a43,2021-08-19
0,0,0,2494,20,2021-04-04 05:35:06,f31f25cc-4c09-4a43-a06a-132e080f2fe2,2021-09-15
0,0,0,626,17,2020-07-07 05:45:02,01f751b1-4869-4dd4-8eda-463e0d9ec96e,2022-03-30
0,0,0,3043,8,2020-10-09 02:39:09,a3c59d35-b8bf-4b15-8272-8eacc46007fd,2021-10-13
0,0,0,523,8,2021-03-17 06:33:08,2d1469c5-bb9b-4132-9ddd-8b67c04d659c,2021-12-23
0,0,0,2670,20,2020-12-01 09:36:32,14fa42b8-4c88-40c9-9e89-3c4173cff334,2022-03-25
0,0,0,2949,2,2020-10-02 11:25:37,a4ad9ee2-9aba-4038-9d89-13d5387d0800,2022-04-03
0,0,0,656,10,2021-04-06 08:39:37,b1aae0dc-0f8f-45fe-9628-0b1a26e93a22,2021-05-26
0,0,0,1264,4,2021-04-24 21:53:25,0f624f45-35bf-420d-8f6c-091d536a3d44,2021-07-18
0,0,0,2492,24,2020-12-20 11:01:06,fd4b8ad8-e476-4ad1-90e9-a6281acff135,2022-02-03
0,0,0,2903,1,2021-03-20 02:05:45,9b0cf3e9-9032-4bd7-912f-6c33272825ab,2021-11-09
0,0,0,508,25,2020-11-09 21:12:12,e1349f1e-1d92-4ea9-89e7-d66e6bcfdf51,2021-11-26
0,0,0,2293,2,2021-01-22 22:21:00,88bb098b-c929-457f-8f90-5a7d99fccc40,2022-01-12
0,0,0,2801,2,2021-01-10 03:08:24,77316cfb-bf18-4b97-9b68-92beda30a8fe,2021-10-06
0,0,0,3614,19,2020-07-01 00:23:21,9faf4b1b-acd5-4ec0-a0ed-e5d3aebe9279,2022-02-17
0,0,0,342,26,2020-05-31 03:34:44,b70ff994-f1a3-49ba-9c3e-c48452c818cc,2021-07-21
0,0,0,1026,23,2021-01-22 07:57:45,57f4d8c8-5cc9-417b-b35c-bda8cf7c49c5,2022-04-27
0,0,0,3691,21,2020-10-06 14:48:06,abe53659-a7b7-479d-8e36-d3ed176adf15,2021-11-23
0,0,0,2306,24,2020-11-29 08:42:41,3c2594c3-8062-47f4-9749-f879db9c1395,2021-12-21
0,0,0,882,22,2020-10-22 06:25:25,5b1841f3-8236-48d6-b367-ccee67a4a98e,2022-03-20
0,0,0,1244,21,2020-09-11 21:17:28,5ca6a579-6613-459d-9c30-e63df38fa4a5,2022-04-16
0,0,0,2085,1,2020-11-11 18:06:56,115cee2a-7536-4c67-84e1-a16332a52cfb,2021-10-30
0,0,0,3763,29,2020-05-19 02:22:36,71c32ab6-a0ce-4917-9e73-ad5e4a5e958c,2022-01-19
0,0,0,1201,2,2020-08-29 15:24:06,24a333ef-e775-4104-9690-ce6282a928c2,2022-03-19
0,0,0,618,3,2020-08-23 03:50:25,3728a4a5-dde0-4a18-8adf-d2169f4e528b,2021-05-27
0,0,0,2197,20,2020-11-05 16:04:20,90eea358-35e8-4054-855c-030b053b6d3d,2021-05-26
0,0,0,1659,24,2020-05-12 20:19:23,30f73ce9-215e-4518-bc51-3b4a05daffdb,2022-04-13
0,0,0,3615,29,2021-01-31 05:57:58,53161577-fe5d-4d08-9ac7-acc4b9a75fbb,2021-05-10
0,0,0,1999,22,2020-12-30 18:16:27,11b098b6-585e-454c-ad85-e5a01b006bbe,2022-04-14
0,0,0,489,16,2020-09-27 01:59:41,5ca86758-8cbb-4945-8343-6d8985734552,2022-02-28
0,0,0,1661,2,2021-02-15 15:46:31,c46e119c-bff5-4ba6-a65a-c38b9b75bf75,2021-07-07
0,0,0,2163,1,2020-12-02 22:05:11,7e25b25f-630f-4ca3-9371-4d07f92b4a63,2021-08-16
0,0,0,1195,13,2020-06-07 03:37:01,461af3f7-783e-4629-a0f3-c41fb081b164,2021-05-10
0,0,0,595,15,2021-01-08 21:24:43,8a9f86a1-3f67-44cd-be8d-54b07f0ffbdc,2022-01-02
0,0,0,762,11,2020-09-17 18:42:19,98b8dcb5-bf42-46db-9b89-1e6a20f75a4d,2021-09-25
0,0,0,2246,2,2020-10-24 19:36:24,ad30708a-128f-46b0-a98b-249bf8922934,2022-02-02
0,0,0,1704,28,2021-02-23 12:32:08,7e76cb34-2bc7-4798-a27b-9b4ecdfb7ec2,2022-03-30
0,0,0,2218,17,2021-04-27 01:08:33,ebb4d148-1a35-4293-9865-06cfa9a5cdfb,2021-07-19
0,0,0,715,5,2021-03-02 11:41:04,43c8bb1f-dfc4-419c-8c83-5e9cb68e5675,2021-11-26
0,0,0,3700,26,2020-05-14 06:05:02,8bc62d6e-6b70-4b43-88f4-10baad718034,2021-05-29
0,0,0,3832,26,2020-05-06 23:42:32,30739a49-ef2a-4fe1-9b56-5d33a0cb2358,2022-04-16
0,0,0,1475,7,2020-06-11 15:28:37,2885600c-805c-4c94-b0dd-89956eae8980,2021-08-02
0,0,0,1867,18,2020-11-08 07:47:19,dc884d14-8aa7-446a-9faf-210ac86abd6c,2022-01-18
0,0,0,3964,6,2020-06-28 18:27:06,2cb60601-c285-4fb9-ad80-0dae12584a3f,2022-03-06
0,0,0,336,25,2020-05-10 09:15:46,97c8fe01-50ec-40db-a535-28187e40f3a9,2021-11-24
0,0,0,3464,13,2020-06-05 14:06:29,51d29112-f9e3-4157-a5aa-76f01a94f1a9,2022-03-17
0,0,0,3869,4,2021-03-28 18:27:20,d1a7329d-b449-4d10-935a-75ef2ea5d964,2021-08-13
0,0,0,1352,15,2021-04-07 22:16:32,bc8a8bda-eb33-4e9a-982b-7c95a2bd6217,2021-10-26
0,0,0,2660,23,2020-06-04 11:35:42,6712b119-adfa-4f6f-97f3-9d0a94e4fe29,2022-05-01
0,0,0,1459,29,2020-11-05 10:41:24,d2871cc9-dccb-4937-968a-231e29e4bdb3,2022-01-07
0,0,0,857,18,2020-08-31 20:01:43,6655710d-66a7-4101-8f4f-fbbbeb225eba,2022-04-03
0,0,0,431,26,2020-09-23 00:49:45,24b73572-a5c7-4c90-9d1b-9a1220405775,2021-05-09
0,0,0,3079,13,2020-10-08 23:00:13,ef79745f-559d-4452-94c0-4cf91a74fbe4,2021-06-19
0,0,0,1693,4,2021-02-07 04:08:07,3252a121-bf51-46ea-9d51-f0bebfc48ab2,2021-05-15
0,0,0,2075,9,2020-05-05 10:30:28,ef73e126-178a-49ea-a0dd-9b5a5637f5e5,2022-02-13
0,0,0,211,11,2020-12-29 21:49:26,927c3e7f-2f8a-4917-976d-77d65ac1e869,2022-01-05
0,0,0,846,23,2020-11-01 22:00:25,5c7f9e24-84ec-4d56-8228-cdb3f95c8070,2021-08-23
0,0,0,1135,15,2020-11-14 22:54:21,b951363d-7060-4302-9a6d-f09804b05087,2021-05-12
0,0,0,3048,15,2020-09-05 09:23:19,a1e73d65-e872-40b4-aeff-bcb1536723f6,2021-11-04
0,0,0,1939,23,2021-02-26 21:55:24,ccce6dd8-e320-4b44-9346-af2f3d5ea690,2022-01-07
0,0,0,2861,9,2020-10-15 02:36:03,4ee1dad9-782d-498d-889f-afdd371b7ab4,2021-05-06
0,0,0,149,15,2020-12-12 16:56:50,41acc8e0-b7ad-4ce2-b53f-f680b79fe047,2022-04-02
0,0,0,3990,21,2020-05-31 09:47:37,af9aba63-c48f-4546-a936-0a57fbaa1650,2021-11-28
0,0,0,1331,7,2021-02-20 08:11:32,4b86e8f4-8a26-44c8-a476-33d2090c0aca,2022-01-18
0,0,0,2409,20,2020-05-04 15:22:52,0cc50a74-3891-4a7b-a6af-726ce1cb6387,2021-11-30
0,0,0,459,13,2020-05-17 19:42:23,2acbab79-8172-4ecb-a61f-afe312f09e60,2021-10-18
0,0,0,2418,2,2020-09-04 23:57:25,eefec7df-d2a2-46b7-bfc3-46a2050e1e99,2021-10-05
0,0,0,3843,14,2021-01-28 17:56:37,42739c0a-0860-4df7-888a-bd571fa2d47e,2022-04-23
0,0,0,2547,5,2020-12-14 22:52:29,4b1ac7bd-07de-4dff-a1a4-576fc304369d,2021-08-27
0,0,0,3093,18,2020-07-19 03:18:06,374838d1-4aa7-40f1-8c7e-654b5634bb64,2021-11-23
0,0,0,3261,20,2021-01-15 15:51:54,f981b744-9fa9-4482-9e70-2c80c73ac577,2021-08-12
0,0,0,3789,11,2020-11-09 23:45:08,ba875ada-3cd8-4ac8-8d40-304bcefbb136,2021-10-09
0,0,0,1828,9,2021-02-15 04:26:00,d41027fe-28e9-4fdc-a5b5-3ca42e7297ed,2021-06-20
0,0,0,415,5,2020-07-17 09:39:05,900af75b-c51c-404e-bbcc-f3a4102a82d0,2022-03-07
0,0,0,1667,15,2020-11-13 09:51:55,a4cfef5a-d99c-4ed0-bd06-af924f8efb5c,2021-08-17
0,0,0,741,18,2021-01-23 13:45:54,c78317e3-fe5f-40cf-baf0-db079e552e2e,2021-05-28
0,0,0,2658,19,2021-01-14 12:09:13,329897f6-fded-4029-b6e4-831cbdc93bb5,2022-04-25
0,0,0,1677,19,2021-02-23 12:13:41,271dc305-320f-40ef-aac8-e98630f09ac0,2021-09-02
0,0,0,1575,13,2021-02-13 16:12:10,ed4bac20-998b-4ba0-aed1-89916cd16d3b,2021-05-11
0,0,0,1374,29,2020-07-13 22:29:59,3c70d1bd-033b-4b25-a8e4-3f535ded4520,2022-03-21
0,0,0,3572,22,2021-02-09 04:36:17,1fbdd6b9-1fcc-4a28-9e3f-a341f4116414,2021-05-07
0,0,0,3443,19,2021-01-08 06:43:57,7c1e9a83-aacb-4e60-9703-4f8e9a89e667,2021-06-27
0,0,0,3707,9,2020-11-14 05:10:35,6fcc5150-18f2-4223-8372-47a7d915f59a,2022-01-16
0,0,0,3901,2,2020-09-30 18:26:15,10738693-82b9-4400-af7d-091dfe32ab2f,2022-03-24
0,0,0,1753,18,2021-01-21 08:25:11,999bdc3b-707d-482e-8d26-8cc7e59a67ab,2022-01-03
0,0,0,3327,9,2020-09-07 17:58:24,c0af5870-2ec0-407b-8188-d8221f06701c,2021-08-01
0,0,0,2414,22,2020-08-12 05:47:58,03bd77dd-be7d-4255-9ec1-54a17089df4e,2021-12-21
0,0,0,3265,8,2020-05-10 02:35:29,80d975df-908c-4eeb-b083-dcc548c52c05,2022-03-16
0,0,0,201,11,2021-03-29 01:15:20,991bac18-10bf-4f44-9d4c-245b9471e68b,2022-03-26
0,0,0,1274,22,2020-07-01 14:29:39,d79a19d8-f62a-42ed-89bd-b5cc0924089d,2021-09-28
0,0,0,1801,13,2020-07-04 07:42:29,98c3d332-e123-4fb6-ac04-d504805a5e38,2021-08-28
0,0,0,405,24,2020-11-26 17:21:16,90b20e2b-19b5-45e2-97ce-7a1e1805000f,2022-05-01
0,0,0,932,25,2020-11-24 00:02:59,03f5b64e-4962-4d44-8cc0-8c4d1683636b,2021-12-15
0,0,0,2855,26,2020-08-23 19:47:17,63fa313a-beac-4d3d-8ac3-3c74dca2cfca,2022-01-11
0,0,0,332,9,2021-01-17 16:42:43,e948e8df-2114-43f8-b131-614eb7e4b5fa,2021-05-05
0,0,0,3316,19,2020-06-26 05:03:16,49e972f2-8526-4fd1-a6e8-3fce6a84fa60,2022-02-12
